Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Middle,Volume_SMA_20,Volume_Ratio,Price_Change_Pct
2018-03-14,410.27979866009423,411.7154130953788,406.03918363386197,410.3902282714844,14724464,409.9098327636719,410.83327026367186,51.12165390939404,-0.5537691063390753,-0.5992835163889833,422.8178260729086,397.0018394544352,409.9098327636719,14336944.9,1.027029405686005,-0.3004775434757967
2018-03-15,408.6011847573007,410.56689069499276,401.97523155334886,402.77032470703125,12711836,409.42723846435547,410.8513800048828,45.157568588278345,-0.9717340397404541,-0.6737736210592775,422.64150381382603,396.2129731148849,409.42723846435547,13860145.25,0.9171502730103063,-1.8567458578502838
2018-03-16,401.53348541636956,401.84271779804146,391.3957822773599,397.58001708984375,30814962,408.6409576416016,410.7533166503906,41.597680288524366,-1.7021671844916,-0.879452333745742,422.6839914938872,394.5979237893159,408.6409576416016,14732706.2,2.091602288247627,-1.2886519435022503
2018-03-19,397.9996396217284,400.6058372127639,394.0240559865256,395.57012939453125,12630833,408.07112274169924,410.5828082275391,40.273672819578046,-2.4153788697832397,-1.1866376409532418,423.2209319919372,392.92131349146126,408.07112274169924,14882839.75,0.8486843379469969,-0.5055303609130646
2018-03-20,394.5983807773699,399.3248864439903,391.837551826379,393.05230712890625,15192983,407.24950408935547,410.3133532714844,38.61553238165203,-3.14748918720079,-1.5788079502027514,423.7276662149508,390.77134196376016,407.24950408935547,15195393.9,0.9998413400787195,-0.6365046494989035
2018-03-21,395.2830462608719,398.5960233251716,394.59838261632325,396.1885986328125,14715126,406.7150131225586,410.08056213378904,41.82835994190617,-3.4350225730459556,-1.9500508747713925,423.8855777488307,389.5444484962865,406.7150131225586,15508227.7,0.9488592948632035,0.7979323481944745
2018-03-22,395.790963726594,402.8365783273498,395.6805341311348,401.1579895019531,22129723,406.2467742919922,409.9003350830078,46.59772031980135,-3.224733816576702,-2.2049874631324546,423.48706445519736,389.00648412878706,406.2467742919922,16018844.35,1.3814806184816948,1.254299312572149
2018-03-23,393.4056125892194,397.5578835023807,392.74303498852964,394.86334228515625,23469999,405.57423706054686,409.4846661376953,41.91041043813057,-3.525365664938363,-2.4690631034936366,423.47619584041684,387.6722782806769,405.57423706054686,16632498.9,1.4110927733174237,-1.569119245166184
2018-03-26,394.88544805847977,399.4573516819354,394.2449268584004,398.0438232421875,13227705,404.8420669555664,409.1202374267578,44.92494339123262,-3.467014749960697,-2.668653432787049,422.71826179403695,386.96587211709584,404.8420669555664,16763350.95,0.7890847742467625,0.8054637178080748
2018-03-27,400.73837759916535,402.30650742234764,396.23270243722345,397.46954345703125,15179544,403.98289947509767,408.7849627685547,44.476131713452034,-3.427599574364308,-2.8204426611025006,421.5392665713064,386.4265323788889,403.98289947509767,17100547.6,0.8876642055602944,-0.14427551732333344
2018-03-28,395.7026736160722,395.7247595381538,388.72331582780373,389.9159851074219,19160609,402.48543243408204,408.19922790527346,38.962517639544444,-3.9602208342007543,-3.0483982957221514,419.46723791588954,385.50362695227454,402.48543243408204,17357509.75,1.1038800655145822,-1.9004118614753596
2018-04-02,394.46578098920827,397.9775603530314,391.59455230442575,394.4436950683594,12494499,401.12489929199216,407.7027221679688,43.48507617780022,-3.9712011311009974,-3.232958862797921,415.9715111239705,386.2782874600138,401.12489929199216,15149710.7,0.824735154843584,1.1612014212985189
2018-04-03,393.5823498776638,398.30885495689813,391.04238048147505,397.359130859375,13922126,400.0459716796875,407.49599182128907,46.24692839830949,-3.701977697980567,-3.3267626298344504,412.5016006344835,387.5903427248915,400.0459716796875,15397987.5,0.9041523121122159,0.7391259709476072
2018-04-04,399.6340119079035,402.7703009574615,394.04612680462947,395.3050537109375,14214534,399.4010406494141,407.2344860839844,44.5934213963382,-3.612717883895698,-3.3839536806467,411.4286998855153,387.37338141331287,399.4010406494141,15492429.5,0.9175148416844499,-0.5169321625993928
2018-04-05,399.8107581409622,401.97523739854904,399.103979173534,401.18011474609375,8527915,399.34251098632814,407.1328869628906,50.08998389044736,-3.032948569384871,-3.3137526583943346,411.323487458936,387.3615345137203,399.34251098632814,15117838.95,0.5640961666680542,1.4862094425568184
2018-04-06,401.09177688805187,405.72993836820274,399.7665921061819,402.4169616699219,9664888,399.8118499755859,406.9535437011719,51.18784171597378,-2.4454839835295843,-3.1400989234213847,411.4987670435605,388.1249329076113,399.8118499755859,14808406.05,0.6526622762346526,0.30830215116990356
2018-04-09,403.10168268736186,405.9508552301464,403.10168268736186,404.6256408691406,7813897,399.91234588623047,406.4632220458984,53.16888629746793,-1.7811600102462535,-2.868311140786359,411.7278361000553,388.09685567240564,399.91234588623047,14534902.55,0.5375954171773928,0.5488534056947714
2018-04-10,405.68576690463857,408.11530674208717,403.8084340815711,405.0894470214844,8455132,399.9995880126953,405.878369140625,53.594799826925176,-1.2033813636379023,-2.5353251853566676,411.94026469552057,388.05891132987006,399.9995880126953,14425732.8,0.5861145577297813,0.1146259914096115
2018-04-11,407.1876635429491,412.0245982623731,404.6476941287281,411.1853332519531,13140816,400.01173706054686,405.5647399902344,58.88716072033784,-0.25071051541857514,-2.078402251369049,411.9973338554734,388.0261402656203,400.01173706054686,14667016.1,0.895943381421665,1.5048247431006079
2018-04-12,410.7436024323613,413.7473763194558,408.2478342441375,410.2356262207031,10822592,399.9421646118164,405.2360919189453,57.78153193562613,0.42278101861836603,-1.5781655973715663,411.6706570615265,388.21367216210626,399.9421646118164,14650709.15,0.7387077232367281,-0.23096811934877337
2018-04-13,412.0025204080658,415.97810427358496,410.235617180111,414.71917724609375,12616816,400.1586120605469,405.00948425292967,61.46039117206115,1.3032894986657766,-1.0018745781640979,412.77644669181717,387.5407774292766,400.1586120605469,14545326.75,0.8674137210427397,1.0929209310013732
2018-04-16,412.775544364944,415.22717006588465,410.1472607826156,413.9240417480469,8934275,400.71629791259767,404.89154235839845,60.45429027420628,1.9148646555690902,-0.4185267314174603,414.6625841225718,386.77001170262355,400.71629791259767,14356448.7,0.6223178995513007,-0.19172865439377462
2018-04-17,415.2271898371154,418.407651084965,413.4602570925726,417.1045227050781,9599816,401.69252319335936,404.74091186523435,63.05917857511088,2.6259107419593875,0.19036076325790924,417.26282719634094,386.1222191903778,401.69252319335936,13295691.4,0.7220245800831387,0.7683730917391829
2018-04-18,417.5462358681623,418.8493346523352,413.0405606934608,414.34368896484375,7360987,402.631201171875,404.689228515625,59.40139097434706,2.932835773477734,0.7388557653018742,418.8615295501239,386.40087279362604,402.631201171875,13032199.1,0.5648307659756364,-0.6619045323050798
2018-04-19,414.8295756841201,417.4358027175167,413.01847126152325,416.2431335449219,9802587,403.7907424926758,405.0245025634766,61.074319712550285,3.2914041176823616,1.2493654357779718,420.42658672540455,387.15489825994706,403.7907424926758,12762679.3,0.7680665454000712,0.458422471649933
2018-04-20,414.34370566235674,416.0443510802386,406.9226297362246,409.8822021484375,7326696,404.47542266845704,405.2519940185547,53.17242049338328,3.027400126468592,1.604972373916096,420.9295657168667,388.0212796200474,404.47542266845704,12393257.8,0.5911840226546404,-1.5281768956310948
2018-04-23,410.80983661669,417.14867286069017,410.1472589873449,413.4602355957031,7674482,405.09053497314454,405.639833984375,56.57581934981731,3.071486275852635,1.8982751543034038,421.9181810049784,388.2628889413107,405.09053497314454,11670495.75,0.6575969148525674,0.8729418912338804
2018-04-24,413.3718615698945,430.99692649936264,413.0184573729731,428.5011291503906,19921115,406.7724243164063,406.30817138671875,67.32621616867019,4.270867374167267,2.3727935982761763,425.7604930389405,387.784355593872,406.7724243164063,11493051.55,1.7333181630078043,3.637808974064205
2018-04-25,430.0913936410903,433.6914871196546,425.6299197816937,428.699951171875,14079382,408.30523071289065,406.89081481933596,67.44096280067554,5.1777430127468165,2.9337834811703045,429.09162923385054,387.51883219193076,408.30523071289065,11535635.4,1.2205120491238826,0.04639941600121933
2018-04-26,429.8043088875614,436.4302624121801,425.05568822053596,430.8423767089844,34096999,409.97387237548827,407.57549865722655,68.71590373161914,6.0001582366711546,3.5470584322704743,432.31305476312343,387.6346899878531,409.97387237548827,12481508.15,2.731801204648494,0.49974942410255796
